#	Country, Other	Total Cases	New Cases	Total Deaths	New Deaths	Total Recovered	New Recovered	Active Cases	Serious, Critical	Tot Cases/ 1M pop	Deaths/ 1M pop	Total Tests	Tests/ 1M pop	Population
	World	268,326,045	+238,304	5,298,933	+4,179	241,501,470	+213,610	21,525,642	88,501	34,424	679.8				
1	USA	50,422,410		813,904		39,815,866		9,792,640	14,473	151,062	2,438	768,344,446	2,301,903	333,786,570	
2	India	34,666,241		474,111		34,097,388	+8,251	94,742	8,944	24,771	339	651,950,127	465,859	1,399,457,705	
3	Brazil	22,167,781		616,298		21,399,316		152,167	8,318	103,237	2,870	63,776,166	297,011	214,726,349	
4	UK	10,610,958		145,987		9,340,390		1,124,581	880	155,137	2,134	371,694,121	5,434,323	68,397,507	
5	Russia	9,925,806	+30,209	286,004	+1,181	8,637,861	+35,794	1,001,941	2,300	67,974	1,959	229,800,000	1,573,711	146,024,245	
6	Turkey	8,964,711		78,407		8,516,522		369,782	1,128	104,679	916	110,515,595	1,290,464	85,640,173	
7	France	8,048,931		120,032		7,231,292		697,607	2,426	122,921	1,833	170,480,237	2,603,518	65,480,724	
8	Germany	6,355,888	+16,295	105,010	+78	5,225,700		1,025,178	4,636	75,514	1,248	85,782,441	1,019,178	84,168,260	
9	Iran	6,147,872	+3,228	130,524	+78	5,950,425	+6,958	66,923	3,169	71,876	1,526	39,739,512	464,605	85,533,945	
10	Argentina	5,348,123		116,708		5,206,911		24,504	692	116,796	2,549	26,536,077	579,511	45,790,446	
11	Spain	5,246,766		88,237		4,937,402		221,127	814	112,156	1,886	66,213,858	1,415,408	46,780,761	
12	Italy	5,152,264		134,472		4,768,578		249,214	791	85,395	2,229	123,896,511	2,053,502	60,334,252	
13	Colombia	5,086,381		128,929		4,927,104		30,348	342	98,458	2,496	28,478,384	551,261	51,660,442	
14	Indonesia	4,258,560	+220	143,918	+9	4,109,364	+296	5,278		15,337	518	57,287,944	206,316	277,670,368	
15	Mexico	3,908,534	+3,215	295,893	+292	3,264,585	+2,163	348,056	4,798	29,865	2,261	12,000,517	91,695	130,874,890	
16	Poland	3,760,048	+27,458	87,357	+562	3,211,558	+16,827	461,133	2,053	99,506	2,312	25,322,586	670,138	37,787,133	
17	Ukraine	3,532,357	+12,376	89,901	+465	3,133,970	+24,547	308,486	177	81,472	2,074	16,199,355	373,630	43,356,666	
18	South Africa	3,071,064		90,038		2,867,966		113,060	546	50,862	1,491	19,912,794	329,788	60,380,554	
19	Philippines	2,835,996	+562	49,936	+176	2,773,891	+882	12,169	899	25,396	447	24,522,686	219,597	111,671,566	
20	Netherlands	2,828,655	+19,763	19,919	+77	2,204,254	+11,210	604,482	645	164,559	1,159	19,205,114	1,117,274	17,189,264	
21	Malaysia	2,673,019		30,746		2,581,395		60,878	428	81,098	933	38,730,402	1,175,058	32,960,404	
22	Czechia	2,298,441	+16,179	34,129	+47	1,972,936	+493	291,376	1,072	214,058	3,178	45,172,922	4,207,030	10,737,484	
23	Peru	2,248,447		201,490		N/A	N/A	N/A	987	66,858	5,991	20,674,445	614,759	33,630,136	
24	Thailand	2,156,587	+4,203	21,082	+49	2,075,088	+7,939	60,417	1,369	30,786	301	14,913,135	212,889	70,051,246	
25	Iraq	2,086,702	+510	23,943	+12	2,053,418	+762	9,341	94	50,264	577	16,507,647	397,632	41,514,865	
26	Belgium	1,898,498	+18,714	27,416	+56	1,403,052	+7,693	468,030	815	162,794	2,351	25,571,605	2,192,734	11,661,974	
27	Canada	1,818,742		29,852		1,758,980		29,910	497	47,590	781	49,600,916	1,297,887	38,216,668	
28	Romania	1,790,571	+1,032	57,434	+72	1,709,702	+1,734	23,435	754	93,976	3,014	16,317,446	856,402	19,053,500	
29	Chile	1,776,599		38,541		1,672,901		65,157	685	91,807	1,992	26,103,609	1,348,919	19,351,503	
30	Japan	1,728,237	+124	18,369	+2	1,709,008	+84	860	26	13,725	146	28,311,957	224,839	125,920,841	
31	Bangladesh	1,578,550	+262	28,016		1,543,491	+287	7,043	1,360	9,450	168	11,062,902	66,228	167,041,879	
32	Vietnam	1,367,433	+15,311	27,186	+256	1,050,979	+14,586	289,268	7,697	13,869	276	70,692,311	717,001	98,594,416	
33	Israel	1,348,486	+153	8,210		1,334,133	+166	6,143	96	144,594	880	35,803,751	3,839,133	9,326,000	
34	Pakistan	1,288,053	+350	28,803	+10	1,249,421	+2,355	9,829	771	5,673	127	22,385,347	98,598	227,035,878	
35	Serbia	1,268,787		12,036		1,218,981		37,770	194	146,058	1,386	6,927,098	797,422	8,686,864	
36	Sweden	1,226,055		15,152		1,165,341	+1,322	45,562	56	120,324	1,487	13,934,770	1,367,550	10,189,584	
37	Austria	1,217,436	+4,437	13,011	+32	1,119,866	+9,894	84,559	627	134,077	1,433	113,992,857	12,554,136	9,080,104	
38	Portugal	1,181,294	+3,588	18,610	+23	1,097,554	+1,269	65,130	142	116,337	1,833	21,858,506	2,152,690	10,154,044	
39	Hungary	1,176,038	+7,310	36,263	+215	955,248	+6,863	184,527	579	122,184	3,768	8,734,938	907,512	9,625,151	
40	Switzerland	1,096,476	+4,892	11,736	+9	883,870	+4,177	200,870	261	125,378	1,342	12,962,217	1,482,177	8,745,390	
41	Jordan	993,339		11,850		916,406		65,083	1,175	95,990	1,145	12,564,015	1,214,106	10,348,364	
42	Greece	984,301		18,901		896,009		69,391	709	95,102	1,826	39,234,558	3,790,783	10,349,987	
43	Kazakhstan	977,714	+683	12,814	+12	945,529	+1,044	19,371	528	51,193	671	11,575,012	606,064	19,098,667	
44	Cuba	963,347		8,311		954,572		464	16	85,126	734	11,250,174	994,122	11,316,696	
45	Morocco	950,946		14,792		933,658		2,496	347	25,333	394	10,526,057	280,413	37,537,720	
