#	Country, Other	Total Cases	New Cases	Total Deaths	New Deaths	Total Recovered	New Recovered	Active Cases	Serious, Critical	Tot Cases/ 1M pop	Deaths/ 1M pop	Total Tests	Tests/ 1M pop	Population
	World	267,643,398	+256,606	5,291,064	+4,617	241,045,490	+270,529	21,306,844	88,280	34,336	678.8				
1	USA	50,270,136		812,205		39,742,867		9,715,064	14,377	150,608	2,433	766,393,274	2,296,094	333,781,277	
2	India	34,656,822		473,952		34,089,137	+9,525	93,733	8,944	24,765	339	650,660,144	464,950	1,399,420,665	
3	Brazil	22,157,726		616,067		21,386,271		155,388	8,318	103,193	2,869	63,776,166	297,017	214,722,227	
4	UK	10,560,341		145,826		9,300,698		1,113,817	901	154,399	2,132	370,541,215	5,417,544	68,396,535	
5	Russia	9,895,597	+30,752	284,823	+1,179	8,602,067	+36,976	1,008,707	2,300	67,767	1,951	229,200,000	1,569,604	146,024,075	
6	Turkey	8,943,837		78,215		8,486,689		378,933	1,128	104,438	913	110,159,341	1,286,342	85,637,694	
7	France	7,987,591		119,899		7,211,059		656,633	2,351	121,985	1,831	170,480,237	2,603,534	65,480,330	
8	Germany	6,309,552	+38,791	104,741	+380	5,225,700	+55,300	979,111	4,636	74,964	1,244	85,782,441	1,019,187	84,167,530	
9	Iran	6,144,644	+3,309	130,446	+90	5,943,467	+6,492	70,731	3,185	71,841	1,525	39,632,983	463,376	85,531,007	
10	Argentina	5,346,242		116,703		5,205,534		24,005	687	116,757	2,549	26,501,999	578,781	45,789,314	
11	Spain	5,246,766		88,237		4,937,402		221,127	814	112,157	1,886	66,213,858	1,415,409	46,780,712	
12	Italy	5,134,318		134,386		4,759,038		240,894	776	85,098	2,227	123,331,813	2,044,134	60,334,494	
13	Colombia	5,084,466		128,874		4,925,444		30,148	342	98,424	2,495	28,431,055	550,361	51,658,961	
14	Indonesia	4,258,340	+264	143,909	+16	4,109,068	+351	5,363		15,336	518	56,927,434	205,024	277,662,471	
15	Mexico	3,905,319	+3,304	295,601	+289	3,262,422	+2,338	347,296	4,798	29,841	2,259	11,976,549	91,514	130,871,191	
16	Poland	3,732,589	+28,542	86,796	+592	3,194,731	+10,055	451,062	2,026	98,779	2,297	25,210,982	667,182	37,787,245	
17	Ukraine	3,519,981	+9,371	89,436	+450	3,109,423	+26,804	321,122	177	81,185	2,063	16,160,332	372,724	43,357,380	
18	South Africa	3,051,222		90,002		2,864,648		96,572	546	50,535	1,491	19,838,883	328,575	60,378,511	
19	Philippines	2,835,593	+370	49,761	+171	2,773,322	+859	12,510	899	25,393	446	24,390,103	218,417	111,667,580	
20	Netherlands	2,808,892	+18,062	19,842	+72	2,193,044	+11,736	596,006	633	163,411	1,154	19,205,114	1,117,280	17,189,161	
21	Malaysia	2,667,999		30,718		2,576,870		60,411	437	80,948	932	38,569,695	1,170,223	32,959,271	
22	Czechia	2,282,212	+19,482	34,034	+61	1,963,455	+535	284,723	1,040	212,547	3,170	45,056,810	4,196,238	10,737,430	
23	Peru	2,246,633		201,450		N/A	N/A	N/A	997	66,807	5,990	20,623,407	613,265	33,628,881	
24	Thailand	2,152,384	+3,618	21,033	+38	2,067,149	+5,775	64,202	1,369	30,726	300	14,913,135	212,890	70,050,769	
25	Iraq	2,086,192	+606	23,931	+12	2,052,656	+744	9,605	97	50,255	576	16,488,181	397,187	41,512,393	
26	Belgium	1,879,784	+10,878	27,360	+41	1,395,359	+8,063	457,065	817	161,191	2,346	25,457,760	2,182,997	11,661,837	
27	Canada	1,815,215		29,827		1,756,185		29,203	497	47,499	780	49,518,440	1,295,759	38,215,765	
28	Romania	1,789,539	+1,279	57,360	+86	1,707,968	+2,072	24,211	807	93,920	3,010	16,277,670	854,298	19,053,849	
29	Chile	1,776,599	+1,387	38,541	+6	1,672,907	+2,249	65,151	685	91,809	1,992	26,103,609	1,348,950	19,351,055	
30	Japan	1,728,113	+98	18,367	+2	1,708,924	+105	822	27	13,724	146	28,257,592	224,406	125,921,894	
31	Bangladesh	1,578,288	+277	28,016	+6	1,543,204	+296	7,068	1,394	9,449	168	11,041,406	66,101	167,037,400	
32	Vietnam	1,352,122	+14,599	26,930	+230	1,036,393	+24,737	288,799	7,506	13,714	273	70,427,988	714,338	98,592,025	
