#	Country, Other	Total Cases	New Cases	Total Deaths	New Deaths	Total Recovered	New Recovered	Active Cases	Serious, Critical	Tot Cases/ 1M pop	Deaths/ 1M pop	Total Tests	Tests/ 1M pop	Population
1	USA	49716825		806398		39389646		9520781	13475	148962	2416	757565059	2269825	333754810
2	India	34615757		470115		34045666	8612	99976	8944	24739	336	644668082	460729	1399235464
3	Brazil	22118782		615225		21351505		152052	8318	103021	2865	63776166	297046	214701617
4	UK	10329074		145281		9126128		1057665	931	151028	2124	364875273	5335083	68391673
5	Russia	9703107		277640		8400117		1025350	2300	66449	1901	226100000	1548384	146023223
6	Turkey	8839891		77230		8372778		389883	1405	103239	902	108390557	1265871	85625303
7	France	7773530		119330		7141173		513027	1934	118719	1822	162981031	2489082	65478363
8	Iran	6125596		129988		5901532		94076	3839	71631	1520	38439240	449496	85516321
9	Germany	6026796		102909		4979700		944187	4636	71608	1223	83816414	995872	84163880
10	Argentina	5335310		116617		5196096		22597	617	116533	2547	26305365	574558	45783654
11	Spain	5189220		88122		4925978		175120	772	110927	1884	66213858	1415417	46780466
12	Colombia	5074079		128643		4913921		31515	342	98237	2491	28207446	546110	51651557
13	Italy	5060430		134003		4717556		208871	698	83871	2221	120584972	1998567	60335704
14	Indonesia	4256998		143850		4105352		7796		15334	518	55038077	198248	277622982
15	Mexico	3894364	3146	294715	287	3250478	2466	349171	4798	29761	2252	11904011	90973	130852697
16	Poland	3596491		84656		3066218		445617	1862	95176	2240	24547160	649605	37787809
17	Ukraine	3463872		87057		2995727		381088	177	79885	2008	15962709	368136	43360950
18	South Africa	2988148		89915		2850905		47328	546	49499	1489	19580433	324350	60368296
19	Philippines	2833473		48752		2769533		15188	1023	25379	437	24313150	217767	111647653
20	Netherlands	2684734		19524		2127949		537261	609	156192	1136	19205114	1117314	17188644
21	Malaysia	2644027		30521		2551253		62253	511	80235	926	38028329	1153996	32953607
22	Peru	2239421		201282					978	66605	5987	20414072	607153	33622605
23	Czechia	2193289		33317		1866997		292975	1064	204271	3103	43942413	4092555	10737159
24	Thailand	2130641	4912	20878	33	2037000	5844	72763	1369	30417	298	14913135	212898	70048383
25	Iraq	2082774		23859		2047266		11649	107	50187	575	16384117	394798	41500033
26	Belgium	1809557	23113	27120	48	1351555	5627	430882	793	155178	2326	24998146	2143712	11661149
27	Canada	1798872		29737		1742524		26611	497	47077	778	49000664	1282362	38211249
28	Romania	1781957		56684		1691356		33917	1076	93514	2975	16057174	842649	19055592
29	Chile	1766493		38403		1659724		68366	706	91297	1985	25724028	1329488	19348816
30	Japan	1727560	130	18363	1	1708345	126	852	32	13719	146	28040512	222672	125927160
31	Bangladesh	1576827		27986		1541661		7180	1382	9441	168	10928659	65435	167015002
32	Israel	1344668		8199		1331063		5406	115	144185	879	31188024	3344202	9326000
33	Pakistan	1286022	391	28753	8	1245155	2437	12114	895	5666	127	22118750	97454	226965448
34	Vietnam	1266288		25658		1005310		235320	6600	12845	260	68989197	699829	98580073
35	Serbia	1259005		11792		1199419		47794	177	144922	1357	6845489	787976	8687438
36	Sweden	1209935		15130		1160273		34532	43	118754	1485	13708481	1345479	10188553
37	Austria	1179244		12625		1036553		130066	637	129883	1391	111537645	12284879	9079263
38	Portugal	1154817		18471		1078708		57638	128	113724	1819	21283107	2095923	10154529
39	Hungary	1124726		34931		902000		187795	550	116848	3629	8516699	884801	9625551
40	Switzerland	1029804		11574		864890		153340	218	117768	1324	12532330	1433191	8744354
41	Kazakhstan	973769	724	12734	18	939566	1231	21469	528	50996	667	11575012	606181	19094986
42	Jordan	963655		11661		894077		57917	1139	93136	1127	12271386	1186019	10346704
43	Cuba	962778		8305		953722		751	22	85075	734	11138793	984270	11316809
44	Greece	951351		18325		856578		76448	704	91911	1770	37049509	3579380	10350817
45	Morocco	950223		14782		932565		2876	347	25319	394	10468199	278925	37530550
46	Georgia	853833		12191		796453		45189		214622	3064	11662676	2931570	3978304
47	Nepal	821949		11535		803369		7045		27509	386	4642990	155393	29878958
48	UAE	742109		2148		737024		2937		73770	214	101637361	10103376	10059743
49	Tunisia	717908		25381		691299		1228	58	59856	2116	3184853	265539	11993896
50	Bulgaria	699180		28656		566918		103606	702	101710	4169	6632158	964787	6874222
51	Slovakia	697471		14606		571218		111647	600	127663	2673	4636537	848655	5463393
52	Lebanon	674000		8745		634302		30953	186	99380	1289	4795578	707096	6782078
53	Belarus	658328		5114		646104		7110		69702	541	10452213	1106650	9444914
54	Croatia	619255		11043		575609		32603	312	152176	2714	3463550	851132	4069345
55	Guatemala	618727		15967		601471		1289	5	33654	868	3134598	170499	18384867
56	Azerbaijan	591885		7905		558819		25161		57640	770	5565190	541955	10268724
57	Ireland	578064		5707		448141		124216	117	115245	1138	8983297	1790944	5015956
58	Costa Rica	567263		7309		550529		9425	77	109933	1416	2715029	526163	5160057
59	Sri Lanka	565471		14399		541124		9948		26251	668	5661108	262811	21540570
60	Saudi Arabia	549810		8839		538966		2005	42	15452	248	31570182	887254	35581898
61	Bolivia	539762		19196		494711		25855	220	45363	1613	2593083	217931	11898628
62	Ecuador	526870		33250		443880		49740	759	29234	1845	2013368	111714	18022579
63	Myanmar	523346		19120		498748		5478		9528	348	5626935	102444	54926955
64	Denmark	497201		2912		403118		91171	57	85413	500	94571793	16246297	5821129
65	Panama	478275		7370		468201		2704	20	108428	1671	4251681	963885	4410982
66	Lithuania	474184		6788		439524		27872	126	177705	2544	6202402	2324411	2668376
67	Paraguay	463199		16475		445928		796	47	63831	2270	1953621	269216	7256692
68	S. Korea	462555	4943	3739	34	403419	2834	55397	736	9011	73	15804065	307881	51331769
69	Venezuela	433208		5170		420436		7602	681	15296	183	3359014	118602	28321635
70	Palestine	431161		4542		423162		3457	50	81826	862	2736577	519348	5269250
71	Slovenia	425288		5255		386456		33577	274	204530	2527	1949539	937575	2079343
72	Kuwait	413419		2465		410663		291	3	94820	565	5369734	1231578	4360045
73	Dominican Republic	407629		4210		400836		2583	167	37050	383	2467839	224306	11002099
74	Uruguay	400275		6132		391880		2263	16	114666	1757	4129007	1182824	3490803
75	Mongolia	382898	375	2011	3	313256		67631	192	114193	600	4030048	1201898	3353070
76	Honduras	378113	67	10413	1	121722	527	245978	59	37334	1028	1121382	110724	10127749
77	Libya	373739		5476		350239		18024		53363	782	1917300	273756	7003681
78	Ethiopia	371803		6784		349306		15713	212	3125	57	3883635	32637	118993061
79	Moldova	365165		9162		348945		7058	206	90822	2279	2210968	549901	4020662
80	Egypt	360435		20594		298865		40976	90	3431	196	3693367	35152	105067498
81	Armenia	339578		7631		318481		13466		114294	2568	2382972	802051	2971098
82	Oman	304581		4113		300021		447	2	57573	777	25000000	4725554	5290385
83	Bahrain	277752		1394		276039		319	2	155589	781	7439950	4167649	1785167
84	Bosnia and Herzegovina	276548		12658		192218		71672		85043	3893	1404535	431917	3251863
85	Norway	275763		1093		88952		185718	64	50309	199	8640313	1576315	5481338
86	Singapore	267150		735		255124		11291	60	45160	124	21098774	3566651	5915570
87	Latvia	255402		4232		239465		11705	144	137564	2279	5357720	2885767	1856602
88	Kenya	255260		5335		248376		1549	20	4604	96	2843958	51291	55447839
89	Qatar	243758		611		241061		2086	11	86814	218	3005203	1070303	2807805
90	Estonia	223689		1808		205296		16585	34	168466	1362	2346185	1766972	1327800
91	North Macedonia	216328		7609		200669		8050		103841	3652	1476534	708764	2083253
92	Australia	214879	1519	2033	12	195686		17160	71	8290	78	48415662	1867947	25919178
93	Nigeria	214270		2978		207312		3980	11	1004	14	3580510	16781	213369140
94	Algeria	210921		6083		144753		60085	16	4690	135	230861	5133	44972408
95	Zambia	210220		3667		206425		128	7	10999	192	2731797	142935	19112199
96	Albania	200639		3104		190902		6633	23	69828	1080	1398152	486595	2873339
97	Botswana	195302		2419		192452		431	1	80742	1000	1873214	774423	2418852
98	Uzbekistan	193633		1409		190305		1919	23	5669	41	1377915	40341	34156404
99	Finland	189730		1356		46000		142374	51	34168	244	7984794	1437943	5552928
100	Kyrgyzstan	183460		2752		178404		2304	131	27478	412	1838750	275400	6676656
101	Montenegro	157869		2314		153137		2418	60	251312	3684	910976	1450185	628179
102	Afghanistan	157387		7310		140596		9481	1124	3918	182	793967	19766	40169237
103	Mozambique	151652		1941		149538		173	8	4667	60	981358	30201	32494032
104	Zimbabwe	136379		4707		128829		2843	12	8990	310	1607765	105987	15169450
105	Cyprus	135503		598		124370		10535	51	111084	490	9477138	7769292	1219820
106	Ghana	130920		1209		129042		669	5	4092	38	1933408	60436	31991170
107	Namibia	129243		3573		125495		175	1	49593	1371	789822	303070	2606070
108	Uganda	127551		3252		97567		26732	115	2669	68	1968583	41198	47783381
109	Cambodia	120207	24	2953	4	116569	21	685		7052	173	2723956	159793	17046796
110	El Salvador	119803		3779		102982		13042	336	18339	578	1440742	220546	6532613
111	Cameroon	107148		1804		102716		2628	152	3899	66	1751774	63745	27480870
112	Rwanda	100381		1343		45522		53516	1	7487	100	3497196	260858	13406534
113	China	98993	96	4636		93385	30	972	10	69	3	160000000	111163	1439323776
114	Maldives	91893		251		89913		1729	23	165864	453	1759257	3175399	554027
115	Jamaica	91304		2402		62702		26200	9	30644	806	674138	226259	2979495
116	Luxembourg	90336		879		84536		4921	12	141061	1373	3699582	5776959	640403
117	Laos	76496		186		7339		68971		10302	25	801410	107932	7425132
118	Senegal	73996		1886		72093		17	1	4260	109	876349	50457	17368166
119	Trinidad and Tobago	72775		2198		59363		11214	22	51763	1563	448053	318691	1405915
120	Angola	65208		1735		63263		210	3	1900	51	1190871	34707	34311823
121	Malawi	61936		2307		58807		822	67	3123	116	443119	22347	19829335
122	Ivory Coast	61775		705		60816		254		2263	26	1156622	42363	27302562
123	Réunion	61188		384		57781		3023	18	67658	425	1347378	1489851	904371
124	DRC	58319		1107		50930		6282		624	12	306299	3279	93411639
125	Guadeloupe	55284		748		2250		52286	23	138134	1869	551264	1377399	400221
126	Fiji	52532		697		51077		758		58004	770	461245	509294	905655
127	Suriname	50929	47	1169		29576	2	20184	9	85727	1968	160656	270427	594083
128	Syria	48357		2760		29392		16205		2671	152	103566	5721	18102260
129	Eswatini	46917		1248		45248		421	10	39855	1060	390781	331961	1177190
130	French Polynesia	46321		636					7	163557	2246			283210
131	French Guiana	46094		328		11254		34512	7	148866	1059	453563	1464831	309635
132	Martinique	45501		718		104		44679	1	121384	1915	416247	1110430	374852
133	Madagascar	44330		967		42915		448	3	1545	34	283728	9887	28698218
134	Sudan	43489		3164		35491		4834		960	70	238579	5267	45298211
135	Malta	39668		468		37517		1683	2	89501	1056	1211456	2733362	443211
136	Mauritania	39408		835		37700		873	16	8172	173	508368	105414	4822565
137	Cabo Verde	38405		350		37959		96	23	68028	620	211166	374046	564546
138	Guyana	38027		998		35891		1138	18	48018	1260	393629	497048	791934
139	Gabon	37342		279		32296		4767	10	16235	121	1399453	608442	2300058
140	Papua New Guinea	35354		550		34243		561	7	3848	60	249149	27120	9187010
141	Guinea	30770		387		29725		658	49	2256	28	569940	41795	13636709
142	Belize	30618		578		28947		1093	10	75072	1417	352789	864997	407850
143	Togo	26282		243		25918		121		3073	28	582161	68063	8553323
144	Tanzania	26270		730					7	423	12			62140687
145	Barbados	25627		233		22630		2764		89022	809	439135	1525442	287874
146	Haiti	25351		746		21503		3102		2186	64	132422	11416	11599507
147	Benin	24863		161		24546		156	5	1978	13	604310	48066	12572444
148	Seychelles	23537		127		22912		498		237244	1280			99210
149	Somalia	23016		1327		12046		9643		1393	80	262138	15868	16520411
150	Bahamas	22809		685		21614		510	4	57227	1719	169359	424917	398570
151	Lesotho	21807		663		13707		7437		10066	306	261223	120584	2166324
152	Mauritius	21760		455		19923		1382		17070	357	358675	281366	1274761
153	Mayotte	20973		185		2964		17824		74338	656	176919	627083	282130
154	Burundi	20432		38		773		19621		1649	3	345742	27901	12391595
155	Timor-Leste	19822		122		19697		3		14640	90	169501	125185	1354003
156	Congo	18970		354		12421		6195		3322	62	188207	32959	5710280
157	Channel Islands	18656		104		16258		2294		105919	590	1079242	6127357	176135
158	Iceland	18198		35		16597		1566	3	52842	102	1255420	3645418	344383
159	Andorra	17658		132		16079		1447	4	228022	1705	193595	2499935	77440
160	Mali	17572		611		15199		1762		834	29	492096	23349	21075785
161	Curaçao	17440		179		17174		87	3	105668	1085	336234	2037226	165045
162	Nicaragua	17254		210		4225		12819		2561	31			6736246
163	Tajikistan	17095		124		16966		5		1737	13			9840857
164	Taiwan	16626		848		15627		151		696	36	8455951	354133	23877915
165	Aruba	16392		174		16030		188	13	152613	1620	177885	1656146	107409
166	Burkina Faso	16000		286		15345		369		737	13	234250	10788	21714077
167	Brunei	15111		97		14565		449	2	34079	219	623500	1406126	443417
168	Equatorial Guinea	13599		175		13346		78	1	9263	119	242340	165066	1468144
169	Djibouti	13505		187		13294		24		13393	185	247463	245413	1008355
170	Saint Lucia	13017		280		12625		112	9	70432	1515	100538	543987	184817
171	South Sudan	12758		133		12463		162	2	1121	12	267531	23509	11379707
172	Hong Kong	12446		213		12143		90		1641	28	28195188	3718109	7583206
173	New Caledonia	12195		276		11610		309	11	42141	954	42756	147746	289388
174	New Zealand	11992	97	44		5759	55	6189	64	2397	9	5005959	1000771	5002100
175	CAR	11742		101		6859		4782	2	2373	20	60228	12170	4948696
176	Isle of Man	11614		66		10624		924	1	135565	770	133676	1560341	85671
177	Yemen	10006		1950		6892		1164	23	325	63	265253	8624	30755787
178	Gambia	9992		342		9640		10	1	3977	136	125061	49772	2512699
179	Cayman Islands	7444		7		3570		3867	14	111410	105	207293	3102446	66816
180	Eritrea	7412		60		7143		209		2050	17	23693	6552	3615964
181	Gibraltar	7324		98		6822		404	2	217478	2910	418449	12425364	33677
182	Niger	7056		261		6675		120	2	277	10	189739	7457	25444849
