#	Country, Other	Total Cases	New Cases	Total Deaths	New Deaths	Total Recovered	New Recovered	Active Cases	Serious, Critical	Tot Cases/ 1M pop	Deaths/ 1M pop	Total Tests	Tests/ 1M pop	Population
1	USA	49077695		799312		38861714		9416669	12438	147059	2395	748307879	2242266	333728343
2	India	34572523		468554		33998278	9481	105691	8944	24711	335	638247889	456201	1399050262
3	Brazil	22076863		614236		21288281		174346	8318	102836	2861	63776166	297074	214681007
4	UK	10110408		144724		8951833		1013851	925	147841	2116	358682719	5244911	68386811
5	Russia	9570373	33548	272755	1224	8268111	30646	1029507	2300	65540	1868	224100000	1534696	146022371
6	Turkey	8724400		76233		8258603		389564	1405	101905	890	106612299	1245283	85612912
7	France	7588400		118871		7098613		370916	1563	115895	1815	162981031	2489157	65476395
8	Iran	6108882	3781	129629	80	5863248	10182	116005	3347	71448	1516	38439240	449573	85501635
9	Germany	5744517		101340		4823700	20600	819477	4202	68257	1204	83816414	995915	84160230
10	Argentina	5325560		116517		5189507		19536	593	116335	2545	26111525	570395	45777993
11	Spain	5131012		87955		4914286		128771	597	109683	1880	66213858	1415424	46780219
12	Colombia	5063177		128394		4903231		31552	342	98040	2486	27975654	541700	51644152
13	Italy	4994891		133627		4682318		178946	624	82783	2215	117823171	1952754	60336914
14	Indonesia	4255936	264	143808	1	4103914	275	8214		15332	518	53926386	194271	277583493
15	Mexico	3882792	2956	293859	245	3238558	2040	350375	4798	29677	2246	11828650	90409	130834203
16	Poland	3507828	20576	83037	51	3000312	22204	424479	1816	92828	2197	24289149	642768	37788374
17	Ukraine	3422023	7483	85117	400	2910237	10270	426669	177	78913	1963	15819249	364797	43364521
18	South Africa	2958548		89791		2847083		21674	546	49017	1488	19383834	321147	60358082
19	Philippines	2831807	838	48361	156	2766816	1217	16630	1023	25368	433	24146328	216311	111627726
20	Malaysia	2619577		30280		2522045		67252	510	79507	919	37457825	1136879	32947942
21	Netherlands	2577446		19272		2089277		468897	540	149955	1121	19205114	1117348	17188128
22	Peru	2232749		201071					954	66419	5981	20204659	601037	33616328
23	Czechia	2123059	12514	32837	44	1822788	176	267434	948	197735	3058	43471260	4048776	10736889
24	Thailand	2106813	5854	20705	30	2006856	6354	79252	1595	30078	296	14913135	212905	70045997
25	Iraq	2079084		23772		2040978		14334	114	50113	573	16287958	392598	41487672
26	Canada	1784354		29628		1728330		26396	480	46703	775	48485587	1269033	38206733
27	Romania	1776949	1377	56275	88	1679942	4758	40732	1212	93242	2953	15975149	838268	19057336
28	Chile	1757077		38282		1650172		68623	674	90821	1979	25412845	1313558	19346576
29	Japan	1727062	127	18358	1	1707758	133	946	43	13714	146	27794963	220713	125932426
30	Belgium	1701633		26840		1307154		367639	669	145932	2302	24287332	2082879	11660462
31	Bangladesh	1575784	205	27978	3	1540317	299	7489	1384	9436	168	10852058	64985	166992605
32	Israel	1341881		8184		1327046		6651	128	143886	878	31188024	3344202	9326000
33	Pakistan	1284189	303	28709	5	1241761	172	13719	946	5660	127	21913668	96576	226906757
34	Serbia	1248719		11537		1180992		56190	212	143731	1328	6773079	779598	8687917
